X	SMILES	REFIDX_R	REFIDX_G	REFIDX_B	Molecular.Weight	Molecular.Weight.Except.Hydrogens	Maximum.Partial.Charge	Minimum.Partial.Charge	Number.of.Labute.Accessible.Surface.Area	Number.of.Topological.Polar.Surface.Area	Number.of.Aromatic.Carbocycles	Number.of.Aromatic.Heterocycles	Number.of.H.bond.Acceptor	Number.of.Lipinski.H.bond.Acceptor	Number.of.Heteroatoms
1206	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=NC4=C(C=CC=C4)O3)=N2)S1	1.9405	2.1753	2.3551	683.0276792	665.39	0.265720471	-0.433541026	261.805779	77.59	6	3	0	0	8
1207	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9239	2.1752	2.3817	655.0579167	633.388	0.124105151	-0.310503708	255.6623138	39.92	6	1	0	0	5
1208	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=N2)S1	1.9308	2.175	2.3695	892.8235388	879.268	0.192480795	-0.232584379	306.5201835	64.45	6	3	0	0	11
1209	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(C=C(Cl)C=C5)S4)=NC(C4=NC5=C(C=C(Br)C=C5)S4)=N3)C=CC2=C1	1.9459	2.1748	2.3411	618.9094548	609.276	0.192479983	-0.232623526	236.5007258	64.45	4	3	0	0	10
1210	IC1=CC=C2C=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9307	2.1742	2.3645	683.0276792	665.39	0.265764317	-0.432842993	261.805779	77.59	6	3	0	0	8
1211	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=N2)S1	1.9258	2.1734	2.3713	1076.694779	1062.17	0.192480795	-0.232584379	324.4373273	64.45	6	3	0	0	11
1212	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)SC2=C1	1.9417	2.1729	2.3465	635.8495815	628.315	0.192562627	-0.232624896	226.6217522	77.34	3	4	0	0	11
1213	IC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)C=CC2=C1	1.9398	2.1728	2.3481	692.0531657	671.417	0.192398127	-0.231940206	269.7918017	51.56	7	2	0	0	6
1214	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=NC(C3=NC4=C(C=CC=C4)O3)=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=N2)S1	1.9121	2.1722	2.3961	1067.669293	1056.143	0.26572193	-0.433541018	316.4513046	90.48	5	4	0	0	13
1215	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(I)=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)C=CC2=C1	1.9329	2.172	2.3581	760.9381913	745.294	0.265720471	-0.433541026	275.6733266	77.59	6	3	0	0	9
1216	IC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(I)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9253	2.172	2.3633	857.7185013	849.219	0.192562627	-0.232623604	256.6721714	77.34	3	4	0	0	12
1217	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.931	2.1717	2.3575	761.7462295	755.219	0.192562627	-0.232623604	245.8835904	77.34	3	4	0	0	12
1218	IC1=CC=C2C=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)C=CC2=C1	1.9224	2.1715	2.3706	667.0505228	649.322	0.265765599	-0.433541019	256.959745	90.73	6	3	0	0	8
1219	ClC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9219	2.1715	2.3816	616.0375595	595.823	0.124105151	-0.310503442	249.8137678	16.13	6	1	0	0	5
1220	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=CC=C4C=CC=CC4=C3)=N2)S1	1.9341	2.1713	2.3521	817.9498136	798.321	0.192398127	-0.231940196	289.0536398	51.56	7	2	0	0	7
1221	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=NC4=C(C=CC=C4)O3)=N2)S1	1.939	2.1713	2.35	591.0920589	573.939	0.265720471	-0.433541026	252.8472071	77.59	6	3	0	0	8
1222	ClC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Cl)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9211	2.1705	2.3807	572.0880751	551.372	0.124105151	-0.310503442	246.2494864	16.13	6	1	0	0	5
1223	C1=CC=C2OC(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)=NC2=C1	1.9183	2.1701	2.3812	532.1283884	516.391	0.26576834	-0.433541004	229.7118841	116.76	5	4	0	0	9
1224	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(Br)C=C5)S4)=N3)C=CC2=C1	1.9417	2.17	2.3365	662.8589393	653.727	0.192479981	-0.232623526	240.0650072	64.45	4	3	0	0	10
1225	IC1=CC=C(N(C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9012	2.1694	2.4089	605.0600249	585.275	0.226807953	-0.436094686	232.0727353	55.3	5	2	0	0	6
1226	ClC1=CC=C(N(C2=CC=C(Br)C=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9188	2.1692	2.3967	590.0219094	571.801	0.124153376	-0.310502845	237.4383381	16.13	6	1	0	0	5
1227	BrC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)C=CC2=C1	1.9504	2.1689	2.3168	692.9050839	678.096	0.163616487	-0.208166599	249.9092661	38.67	6	1	0	0	6
1228	ClC1=CC2=CC=C(C3=CC=C(N(C4=CC=C(Br)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)S5)C=C4)C=C3)C=C2C=C1	1.9207	2.1688	2.3773	616.0375595	595.823	0.124105151	-0.310503871	249.8137678	16.13	6	1	0	0	5
1229	ClC1=CC=C2N=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)SC2=C1	1.9447	2.1677	2.3242	655.9072694	643.686	0.192397315	-0.232623089	243.204996	51.56	5	2	0	0	8
1230	BrC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9177	2.1674	2.3763	707.9731798	687.274	0.124105151	-0.310503871	258.7723397	16.13	6	1	0	0	5
1231	BrC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)=NC2=C1	1.9275	2.1674	2.3562	902.8119956	888.266	0.192480795	-0.232583061	299.7811987	64.45	6	3	0	0	10
1232	IC1=CC2=C(C=C1I)SC(C1=NC(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)=NC(C3=NC4=C(C=CC=C4)O3)=N1)=N2	1.9129	2.1669	2.3808	799.8988407	786.267	0.265767059	-0.433541011	273.0815943	103.62	5	4	0	0	11
1233	ClC1=CC=C2SC(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)=NC2=C1	1.934	2.166	2.3403	717.7967451	710.768	0.19256263	-0.232623604	242.319309	77.34	3	4	0	0	12
1234	IC1=CC=C2N=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)SC2=C1	1.9121	2.1653	2.378	674.0021927	659.363	0.265767059	-0.433541011	253.8197562	103.62	5	4	0	0	10
1235	BrC1=CC2=C(C=C1)N=C(C1=NC(C3=CC4=CC=C(I)C=C4C=C3)=NC(C3=NC4=C(C=C(Br)C=C4)S3)=N1)S2	1.9337	2.1644	2.3331	754.7945596	745.178	0.192479981	-0.232623526	249.0235791	64.45	4	3	0	0	10
1236	BrC1=CC=C(N(C2=CC=C(I)C=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.91	2.1638	2.3985	681.9575297	663.252	0.124153376	-0.310503357	246.39691	16.13	6	1	0	0	5
1237	C1=CC=C2C=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)C=CC2=C1	1.9293	2.1633	2.3429	541.1538748	522.418	0.265765599	-0.433541019	237.6979068	90.73	6	3	0	0	7
1238	BrC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(C=C(Br)C=C4)S3)=N1)=N2	1.9348	2.1627	2.3333	713.7600936	708.219	0.192562628	-0.232623517	240.4892998	77.34	3	4	0	0	12
1239	BrC1=CC2=CC=C(C3=CC=C(N(C4=CC=C(I)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)S5)C=C4)C=C3)C=C2C=C1	1.9126	2.1622	2.3725	707.9731798	687.274	0.124105151	-0.310503954	258.7723397	16.13	6	1	0	0	5
1240	BrC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(I)=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)=NC2=C1	1.9319	2.1622	2.3392	776.9153476	761.362	0.192480795	-0.232583061	280.5193606	64.45	6	3	0	0	9
1241	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(Br)C=C5S4)=NC(C4=CC=C5C=C(Cl)C=CC5=C4)=N3)C=C2C=C1	1.9415	2.162	2.316	611.9577849	599.235	0.192397313	-0.232623536	239.6407146	51.56	5	2	0	0	8
1242	ClC1=CC2=CC=C(C3=CC=C(N(C4=CC=C(I)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)S5)C=C4)C=C3)C=C2C=C1	1.9129	2.162	2.3716	664.0236954	642.823	0.124105151	-0.310503954	255.2080583	16.13	6	1	0	0	5
1243	C1=CC=C2C=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)C=CC2=C1	1.9369	2.1618	2.3258	550.1793613	528.445	0.265762858	-0.432843001	245.6839296	64.7	7	2	0	0	5
1244	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=C(C=CC=C4)S3)=NC(C3=NC4=CC=C(Br)C=C4S3)=N1)=N2	1.9401	2.1616	2.3238	591.9000971	583.864	0.19256263	-0.232624896	223.0574709	77.34	3	4	0	0	11
1245	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(I)C(I)=C5)S4)=N3)SC2=C1	1.9248	2.1616	2.3427	887.6428775	882.123	0.192562633	-0.232623517	265.1454285	77.34	3	4	0	0	13
1246	ClC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.913	2.1609	2.3684	664.0236954	642.823	0.124105151	-0.310503442	255.2080583	16.13	6	1	0	0	5
1247	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C=C1	1.9378	2.1608	2.3223	678.030623	656.251	0.099111463	-0.310503731	267.2755597	27.03	7	0	0	0	4
1248	C1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9039	2.1591	2.4029	478.1503697	456.444	0.124153376	-0.310505921	213.2675243	16.13	6	1	0	0	3
1249	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9227	2.1591	2.3403	717.7967451	710.768	0.192562629	-0.232623604	242.319309	77.34	3	4	0	0	12
1250	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)SC2=C1	1.9323	2.1588	2.3277	591.9000971	583.864	0.192562629	-0.232624896	223.0574709	77.34	3	4	0	0	11
1251	ClC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)C=CC2=C1	1.9436	2.1585	2.3033	648.9555995	633.645	0.163616487	-0.208166599	246.3449847	38.67	6	1	0	0	6
1252	ClC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Cl)C=CC5=C4)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)C=CC2=C1	1.944	2.158	2.3017	605.006115	589.194	0.163616487	-0.208166599	242.7807033	38.67	6	1	0	0	6
1253	ClC1=CC=C2N=C(C3=NC(C4=CC=C5C=CC=CC5=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.935	2.1575	2.317	632.9345631	620.823	0.192479983	-0.232623613	231.5917501	64.45	4	3	0	0	9
1254	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Cl)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9167	2.1574	2.3489	547.14514	525.869	0.226807953	-0.436094686	241.8577079	53.06	6	1	0	0	5
1255	BrC1=CC2=C(C=C1)SC(C1=NC(C3=CC4=CC=C(I)C=C4C=C3)=NC(C3=NC4=C(C=C(Br)C=C4)S3)=N1)=N2	1.9351	2.1572	2.3157	754.7945596	745.178	0.192479982	-0.232623526	249.0235791	64.45	4	3	0	0	10
1256	ClC1=CC=C2N=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)SC2=C1	1.9327	2.1565	2.3139	703.8934053	690.686	0.192397315	-0.232623089	248.5992865	51.56	5	2	0	0	8
1257	BrC1=CC=C2SC(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)=NC2=C1	1.927	2.1565	2.3291	761.7462295	755.219	0.192562628	-0.232623604	245.8835904	77.34	3	4	0	0	12
1258	BrC1=CC=C(N(C2=CC=C(Br)C=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9071	2.1565	2.3867	633.9713938	616.252	0.124153376	-0.310503274	241.0026195	16.13	6	1	0	0	5
1259	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Cl)C=C5)S4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)SC2=C1	1.9322	2.1565	2.3228	625.8611247	619.317	0.192562629	-0.23262307	233.3607371	77.34	3	4	0	0	12
1260	ClC1=CC2=CC=C(C3=NC(C4=CC=C5C=C(I)C=CC5=C4)=NC(C4=NC5=CC=C(Br)C=C5S4)=N3)C=C2C=C1	1.9329	2.1561	2.3129	703.8934053	690.686	0.192397313	-0.232623536	248.5992865	51.56	5	2	0	0	8
1261	N#CC1=CC=C(N(C2=CC=C(Br)C=C2)C2=CC=C(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9127	2.1556	2.3608	565.0789744	546.298	0.226864211	-0.43540916	233.0465596	53.06	6	1	0	0	5
1262	ClC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9406	2.155	2.3021	577.9967573	563.782	0.192397308	-0.232624915	229.3374484	51.56	5	2	0	0	7
1263	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)SC2=C1	1.9269	2.1548	2.3252	619.8724251	612.247	0.26572193	-0.433541018	221.7757182	90.48	3	4	0	0	11
1264	BrC1=CC=C2C=C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9117	2.1544	2.3541	566.0993755	544.302	0.226807953	-0.436094686	234.6644675	29.27	6	1	0	0	4
1265	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=CC=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9157	2.1543	2.3444	513.1841124	490.416	0.226807953	-0.436094686	231.5544417	53.06	6	1	0	0	4
1266	ClC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)C=CC2=C1	1.9375	2.154	2.3001	696.9417354	680.645	0.163616487	-0.208166599	251.7392752	38.67	6	1	0	0	6
1267	ClC1=CC2=C(C=C1)N=C(C1=NC(C3=NC4=C(C=C(I)C=C4)S3)=NC(C3=CC4=CC=C(Br)C=C4C=C3)=N1)S2	1.9264	2.1533	2.3185	710.8450752	700.727	0.192479983	-0.232623613	245.4592977	64.45	4	3	0	0	10
1268	BrC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9148	2.1529	2.3439	644.0098875	624.206	0.226807953	-0.436094686	248.5320151	29.27	6	1	0	0	5
1269	BrC1=CC2=CC=C(C3=NC(C4=NC5=CC(Br)=CC=C5S4)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)C=C2C=C1	1.9385	2.1526	2.3	699.8567538	688.137	0.192397314	-0.23258307	246.7692773	51.56	5	2	0	0	8
1270	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(C=C(Br)C=C4)S3)=N1)=N2	1.9274	2.1525	2.3206	669.8106092	663.768	0.19256263	-0.232623517	236.9250185	77.34	3	4	0	0	12
1271	ClC1=CC2=C(C=C1)N=C(C1=NC(C3=NC4=C(C=C(Br)C=C4)S3)=NC(C3=CC4=CC=C(I)C=C4C=C3)=N1)S2	1.9258	2.1525	2.3173	710.8450752	700.727	0.192479983	-0.232623526	245.4592977	64.45	4	3	0	0	10
1272	N#CC1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9013	2.1522	2.3822	503.1456187	482.462	0.124153376	-0.310504434	224.0250461	39.92	6	1	0	0	4
1273	N#CC1=CC=C(N(C2=CC=C(I)C=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.8996	2.1518	2.3817	629.0422666	609.366	0.124153376	-0.310503194	243.2868842	39.92	6	1	0	0	5
1274	ClC1=CC2=CC=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=NC5=CC=C(Cl)C=C5S4)=N3)C=C2C=C1	1.9331	2.1515	2.304	611.9577849	599.235	0.192397315	-0.232623089	239.6407146	51.56	5	2	0	0	8
1275	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(I)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9145	2.1514	2.3332	765.782881	757.768	0.192562629	-0.232623604	247.7135995	77.34	3	4	0	0	12
1276	IC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9027	2.1514	2.3603	755.9593157	734.274	0.124105151	-0.310503954	264.1666302	16.13	6	1	0	0	5
1277	BrC1=CC2=CC=C(C3=NC(C4=CC=C5C=C(I)C=CC5=C4)=NC(C4=NC5=CC(Br)=CC=C5S4)=N3)C=C2C=C1	1.9342	2.1511	2.3009	747.8428897	735.137	0.192397314	-0.23258307	252.1635679	51.56	5	2	0	0	8
1278	IC1=CC=C2C=C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9081	2.151	2.3496	614.0855114	591.302	0.226807953	-0.436094686	240.058758	29.27	6	1	0	0	4
1279	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(Cl)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9176	2.1508	2.3286	673.8472606	666.317	0.192562629	-0.232623604	238.7550276	77.34	3	4	0	0	12
1280	BrC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(C=CC(Br)=C4)S3)=N1)=N2	1.9333	2.1506	2.3089	713.7600936	708.219	0.192562628	-0.232623517	240.4892998	77.34	3	4	0	0	12
1281	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)C=CC2=C1	1.9335	2.1504	2.3044	706.8084237	698.178	0.192479982	-0.232623526	243.6292886	64.45	4	3	0	0	10
1282	ClC1=CC=C(N(C2=CC=C(Cl)C=C2)C2=CC=C(C3=NC4=C(S3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9022	2.1502	2.3797	546.072425	527.35	0.124153376	-0.310502416	233.8740567	16.13	6	1	0	0	5
1283	BrC1=CC=C2N=C(C3=NC(C4=CC=C5C=CC=CC5=C4)=NC(C4=NC5=C(C=C(Br)C=C5)S4)=N3)SC2=C1	1.932	2.1498	2.3056	628.8979116	618.274	0.192479981	-0.232623526	229.761741	64.45	4	3	0	0	9
1284	ClC1=CC=C2C=C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9088	2.1498	2.3476	522.149891	499.851	0.226807953	-0.436094686	231.1001861	29.27	6	1	0	0	4
1285	ClC1=CC=C2N=C(C3=NC(C4=CC=C5C=C(I)C=CC5=C4)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)SC2=C1	1.9244	2.1495	2.308	751.8795412	737.686	0.192397315	-0.232623089	253.993577	51.56	5	2	0	0	8
1286	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9091	2.1491	2.3391	639.0807603	617.32	0.226807953	-0.436094686	250.8162798	53.06	6	1	0	0	5
1287	ClC1=CC2=C(C=C1)N=C(C1=NC(C3=NC4=C(C=C(I)C=C4)S3)=NC(C3=NC4=CC(Br)=CC=C4S3)=N1)S2	1.9224	2.1488	2.3181	717.7967451	710.768	0.192562629	-0.232623604	242.319309	77.34	3	4	0	0	12
1288	ClC1=CC2=C(C=C1)N=C(C1=NC(C3=CC4=CC=C(Br)C=C4C=C3)=NC(C3=NC4=C(C=C(Cl)C=C4)S3)=N1)S2	1.9268	2.1487	2.3091	618.9094548	609.276	0.192479983	-0.232623079	236.5007258	64.45	4	3	0	0	10
1289	ClC1=CC=C2SC(C3=NC(C4=NC5=C(C=C(Cl)C=C5)S4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)=NC2=C1	1.9214	2.1483	2.3184	673.8472606	666.317	0.19256263	-0.232623604	238.7550276	77.34	3	4	0	0	12
1290	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.911	2.1482	2.3359	591.0946244	570.32	0.226807953	-0.436094686	245.4219893	53.06	6	1	0	0	5
1291	BrC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=C(C=CC=C4)S3)=NC(C3=NC4=CC=C(Br)C=C4S3)=N1)=N2	1.931	2.1481	2.306	635.8495815	628.315	0.192562628	-0.232624896	226.6217522	77.34	3	4	0	0	11
1292	C1=CC=C(N(C2=CC=C(C3=CC=C4C=CC=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9045	2.1477	2.3557	504.1660198	480.466	0.124105151	-0.310505194	225.6429539	16.13	6	1	0	0	3
1293	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(C=C(I)C=C5)S4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)SC2=C1	1.9207	2.147	2.3159	639.886233	630.864	0.192562629	-0.232624896	228.4517614	77.34	3	4	0	0	11
1294	BrC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(Br)C=CC5=C4)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)C=CC2=C1	1.93	2.1465	2.2934	740.8912198	725.096	0.163616487	-0.208166599	255.3035566	38.67	6	1	0	0	6
1295	BrC1=CC=C2C=C(C3=NC(C4=CC=C5C=CC=CC5=C4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9387	2.1465	2.2871	544.0357296	528.329	0.192397308	-0.232624915	219.0341821	51.56	5	2	0	0	6
1296	ClC1=CC2=C(C=C1)N=C(C1=NC(C3=NC4=C(C=CC=C4)S3)=NC(C3=CC4=CC=C(I)C=C4C=C3)=N1)S2	1.9267	2.1465	2.3029	632.9345631	620.823	0.192479983	-0.232624905	231.5917501	64.45	4	3	0	0	9
1297	ClC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Cl)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C=C1	1.9098	2.1464	2.3364	556.1109187	535.304	0.226807953	-0.436094686	241.4034524	29.27	6	1	0	0	5
1298	ClC1=CC2=C(C=C1)SC(C1=NC(C3=CC4=CC=C(Br)C=C4C=C3)=NC(C3=NC4=C(C=C(I)C=C4)S3)=N1)=N2	1.9263	2.1463	2.3038	710.8450752	700.727	0.192479984	-0.232623613	245.4592977	64.45	4	3	0	0	10
1299	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(C=C(Br)C=C5)S4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)C=CC2=C1	1.9314	2.1461	2.2979	662.8589393	653.727	0.192479982	-0.232623526	240.0650072	64.45	4	3	0	0	10
