X	SMILES	REFIDX_R	REFIDX_G	REFIDX_B	Molecular.Weight	Molecular.Weight.Except.Hydrogens	Maximum.Partial.Charge	Minimum.Partial.Charge	Number.of.Labute.Accessible.Surface.Area	Number.of.Topological.Polar.Surface.Area	Number.of.Aromatic.Carbocycles	Number.of.Aromatic.Heterocycles	Number.of.H.bond.Acceptor	Number.of.Lipinski.H.bond.Acceptor	Number.of.Heteroatoms
0	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(Br)C=C4)C4=CC(Br)=CC=C45)C=CC3=C2)S1	2.1072	2.6202	3.371	905.764489	892.204	0.124173233	-0.235356944	315.5074562	25.78	8	2	0	0	8
1	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.105	2.6109	3.3427	749.9434648	732.396	0.124173233	-0.235356954	287.772361	25.78	8	2	0	0	6
2	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(Br)C=C4C4=C5C=CC(Br)=C4)C=CC3=C2)S1	2.0985	2.5979	3.3137	827.8539769	812.3	0.124173233	-0.235356944	301.6399086	25.78	8	2	0	0	7
3	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.0884	2.5949	3.3305	1001.736761	986.204	0.124173233	-0.235356944	326.2960372	25.78	8	2	0	0	8
4	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(Br)C=C4)C4=CC(Br)=CC=C45)C=CC3=C2)S1	2.0929	2.5942	3.3183	817.8655201	803.302	0.124173233	-0.235356944	308.3788934	25.78	8	2	0	0	8
5	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.1034	2.5922	3.259	797.9296007	779.396	0.124173233	-0.235356944	293.1666515	25.78	8	2	0	0	6
6	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(Br)C=C4C4=C5C=CC(Br)=C4)C=CC3=C2)S1	2.0941	2.5895	3.2948	783.9044925	767.849	0.124173233	-0.235356944	298.0756272	25.78	8	2	0	0	7
7	ClC1=CC2=C(C=C1)C1=C(SC(C3=CC4=CC=C(C5=NC6=C(S5)C5=CC=CC=C5C5=CC(Br)=CC=C56)C=C4C=C3)=N1)C1=CC=C(Cl)C=C21	2.0875	2.5783	3.2751	739.9550081	723.398	0.124173233	-0.235356944	294.5113458	25.78	8	2	0	0	7
8	BrC1=CC2=C(C=C1)C1=C(SC(C3=CC4=CC=C(C5=NC6=C(S5)C5=CC=CC=C5C5=CC(I)=CC=C56)C=C4C=C3)=N1)C1=CC=C(Br)C=C21	2.0857	2.5776	3.2739	875.8401128	859.3	0.124173233	-0.235356944	307.0341991	25.78	8	2	0	0	7
9	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(Cl)C=C4C4=C5C=CC(Cl)=C4)C=CC3=C2)S1	2.0874	2.5775	3.2703	696.0055236	678.947	0.124173233	-0.23535694	290.9470644	25.78	8	2	0	0	7
10	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)C=CC3=C2)S1	2.0923	2.5748	3.2406	705.9939804	687.945	0.124173233	-0.235356944	284.2080796	25.78	8	2	0	0	6
11	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.0854	2.574	3.2662	662.044496	643.494	0.124173233	-0.235356954	280.6437982	25.78	8	2	0	0	6
12	C1=CC=C2C(=C1)C1=C(C=CC=C1)C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0883	2.5692	3.2354	594.1224407	572.588	0.124173233	-0.235356954	260.0372658	25.78	8	2	0	0	4
13	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0854	2.5663	3.2364	672.0329528	652.492	0.124173233	-0.235356954	273.9048134	25.78	8	2	0	0	5
14	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0815	2.5627	3.2306	720.0190887	699.492	0.124173233	-0.235356954	279.2991039	25.78	8	2	0	0	5
15	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.069	2.5595	3.2592	913.8377919	897.302	0.124173233	-0.235356944	319.1674745	25.78	8	2	0	0	8
16	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.08	2.5592	3.2035	733.9663085	716.328	0.226884234	-0.435408783	282.926327	38.92	8	2	0	0	6
17	ClC1=CC2=C(C=C1)C1=C(SC(C3=CC4=CC=C(C5=NC6=C(S5)C5=CC=CC=C5C5=CC(I)=CC=C56)C=C4C=C3)=N1)C1=CC=C(Cl)C=C21	2.0749	2.5587	3.2381	787.941144	770.398	0.124173233	-0.235356944	299.9056363	25.78	8	2	0	0	7
18	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)C=CC3=C2)S1	2.0846	2.5556	3.1912	749.9434648	732.396	0.124173233	-0.235356944	287.772361	25.78	8	2	0	0	6
19	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(Cl)C=C4)C4=CC(Cl)=CC=C45)C=CC3=C2)S1	2.0692	2.5504	3.2287	729.9665513	714.4	0.124173233	-0.23535694	301.2503307	25.78	8	2	0	0	8
20	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(I)C=C4C4=C5C=CC(I)=C4)C=CC3=C2)S1	2.0667	2.5481	3.2229	923.8262487	906.3	0.124173233	-0.235356944	312.4284896	25.78	8	2	0	0	7
21	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0739	2.5442	3.1897	628.0834684	608.041	0.124173233	-0.235356954	270.340532	25.78	8	2	0	0	5
22	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.0733	2.5412	3.1708	753.9801163	734.945	0.124173233	-0.235356944	289.6023701	25.78	8	2	0	0	6
23	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(I)C=C4C4=C5C=CC(I)=C4)C=CC3=C2)S1	2.0606	2.5403	3.2091	971.8123846	953.3	0.124173233	-0.235356944	317.8227801	25.78	8	2	0	0	7
24	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.0578	2.5337	3.2001	845.9157366	826.396	0.124173233	-0.235356954	298.560942	25.78	8	2	0	0	6
25	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.0695	2.5318	3.1401	845.9157366	826.396	0.124173233	-0.235356944	298.560942	25.78	8	2	0	0	6
26	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)C=CC3=C2)S1	2.0489	2.5305	3.2107	1097.709033	1080.204	0.124173233	-0.235356944	337.0846182	25.78	8	2	0	0	8
27	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=CC=C(I)C=C4C4=C5C=CC(I)=C4)C=CC3=C2)S1	2.057	2.5303	3.1869	879.8767643	861.849	0.124173233	-0.235356944	308.8642082	25.78	8	2	0	0	7
28	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)SC2=C1	2.0766	2.5292	3.0874	727.8226768	716.212	0.124173233	-0.236038339	256.2765795	25.78	6	2	0	0	7
29	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=CC3=CC=C(C4=NC5=CC=C(Br)C=C5S4)C=C3C=C2)S1	2.0754	2.528	3.0856	639.9237079	627.31	0.124173233	-0.236038339	249.1480168	25.78	6	2	0	0	7
30	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Cl)=CC=C45)C=CC3=C2)S1	2.0644	2.5262	3.1517	662.044496	643.494	0.124173233	-0.23535694	280.6437982	25.78	8	2	0	0	6
31	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0677	2.5253	3.1147	656.0557964	636.424	0.226884234	-0.435408783	269.0587794	38.92	8	2	0	0	5
32	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.0601	2.5237	3.1363	646.0673396	627.426	0.226884234	-0.435408783	275.7977642	38.92	8	2	0	0	6
33	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=C(C=CC=C4)C4=CC=CC=C45)C=CC3=C2)S1	2.0548	2.5227	3.143	829.9385803	810.328	0.226884234	-0.435408783	293.714908	38.92	8	2	0	0	6
34	C1=CC2=C(C=C1)C1=C(OC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC=CC=C56)C=CC4=C3)=N1)C1=CC=CC=C21	2.0599	2.5126	3.0947	578.1452843	556.52	0.226884234	-0.435408783	255.1912318	38.92	8	2	0	0	4
35	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)SC2=C1	2.0644	2.506	3.043	683.8731924	671.761	0.124173233	-0.236037892	252.7122981	25.78	6	2	0	0	7
36	BrC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Br)=CC=C45)C=C3C=C1)S2	2.0697	2.5055	3.0246	649.9121647	636.308	0.124173233	-0.236038339	242.4090319	25.78	6	2	0	0	6
37	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(Br)C=C5)S4)C=CC3=C2)S1	2.0684	2.5055	3.0285	605.9626803	591.857	0.124173233	-0.236038339	238.8447505	25.78	6	2	0	0	6
38	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.057	2.5054	3.0757	612.106312	591.973	0.226884234	-0.435408783	265.494498	38.92	8	2	0	0	5
39	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)=NC2=C1	2.0673	2.4979	3.0086	727.8226768	716.212	0.124173233	-0.235997984	256.2765795	25.78	6	2	0	0	7
40	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.0604	2.4972	3.0283	572.0016526	556.404	0.124173233	-0.236038339	228.5414843	25.78	6	2	0	0	5
41	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.0594	2.4934	3.0179	528.0521682	511.953	0.124173233	-0.236037892	224.9772029	25.78	6	2	0	0	5
42	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)S1	2.0476	2.4929	3.0574	704.0419323	683.424	0.226884234	-0.435408783	274.4530699	38.92	8	2	0	0	5
43	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0643	2.4901	2.9882	649.9121647	636.308	0.124173233	-0.236039716	242.4090319	25.78	6	2	0	0	6
44	C1=CC=C2C(=C1)C1=C(C=CC=C1)C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C2)O1	2.05	2.4894	3.021	562.1681279	540.452	0.226884234	-0.435408783	250.3451977	52.06	8	2	0	0	4
45	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=CC3=CC=C(C4=NC5=CC=C(I)C=C5S4)C=C3C=C2)S1	2.0495	2.488	3.0221	775.8088127	763.212	0.124173233	-0.236038426	261.67087	25.78	6	2	0	0	7
46	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)SC2=C1	2.0479	2.4876	3.0207	823.7949486	810.212	0.124173233	-0.236038339	267.0651605	25.78	6	2	0	0	7
47	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	2.0504	2.4848	3.0069	779.8454642	765.761	0.124173233	-0.235999297	263.5008792	25.78	6	2	0	0	7
48	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)=NC2=C1	2.0589	2.4843	2.9866	683.8731924	671.761	0.124173233	-0.235984514	252.7122981	25.78	6	2	0	0	7
49	BrC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(I)=CC=C45)C=C3C=C1)S2	2.0553	2.4842	2.9896	697.8983006	683.308	0.124173233	-0.236038339	247.8033224	25.78	6	2	0	0	6
50	BrC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Br)=CC=C45)C=C3C=C1)=N2	2.0633	2.48	2.9589	649.9121647	636.308	0.124173233	-0.235997984	242.4090319	25.78	6	2	0	0	6
51	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0562	2.4771	2.967	562.0131959	547.406	0.124173233	-0.236039716	235.2804691	25.78	6	2	0	0	6
52	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=CC3=CC=C(C4=NC5=CC=C(I)C=C5S4)C=C3C=C2)S1	2.0423	2.4765	3.0029	687.9098438	674.31	0.124173233	-0.236038426	254.5423073	25.78	6	2	0	0	7
53	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0559	2.475	2.9679	572.0016526	556.404	0.124173233	-0.235997984	228.5414843	25.78	6	2	0	0	5
54	BrC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(I)=CC=C45)C=C3C=C1)=N2	2.0537	2.467	2.9381	697.8983006	683.308	0.124173233	-0.235997984	247.8033224	25.78	6	2	0	0	6
55	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Br)=CC=C45)C=C3C=C1)S2	2.0469	2.4642	2.9511	605.9626803	591.857	0.124173233	-0.236037892	238.8447505	25.78	6	2	0	0	6
56	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Cl)=CC=C45)C=C3C=C1)S2	2.0458	2.4642	2.9541	562.0131959	547.406	0.124173233	-0.236037892	235.2804691	25.78	6	2	0	0	6
57	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0557	2.4637	2.924	572.0016526	556.404	0.124173233	-0.236039716	228.5414843	25.78	6	2	0	0	5
58	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0527	2.4632	2.9189	556.0244963	540.336	0.226884234	-0.435408783	223.6954503	38.92	6	2	0	0	5
59	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)SC2=C1	2.0349	2.4632	2.9752	779.8454642	765.761	0.124173233	-0.236037892	263.5008792	25.78	6	2	0	0	7
60	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.0361	2.4615	2.9736	619.9877885	603.404	0.124173233	-0.236038426	233.9357748	25.78	6	2	0	0	5
61	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=CC3=CC=C(C4=NC5=CC(Br)=CC=C5S4)C=C3C=C2)S1	2.0438	2.4578	2.9403	639.9237079	627.31	0.124173233	-0.235997984	249.1480168	25.78	6	2	0	0	7
62	IC1=CC2=C(C=C1I)SC(C1=CC=C3C=C(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C1)=N2	2.0313	2.4577	2.976	745.8844365	730.308	0.124173233	-0.235999297	253.1976129	25.78	6	2	0	0	6
63	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0447	2.4566	2.9381	528.0521682	511.953	0.124173233	-0.235984514	224.9772029	25.78	6	2	0	0	5
64	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C=C5)S4)C=CC3=C2)S1	2.0367	2.455	2.9459	697.8983006	683.308	0.124173233	-0.236038426	247.8033224	25.78	6	2	0	0	6
65	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(I)=CC=C45)C=C3C=C1)S2	2.0386	2.4539	2.9353	653.9488162	638.857	0.124173233	-0.236037892	244.239041	25.78	6	2	0	0	6
66	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.0388	2.4512	2.9154	512.0750118	495.885	0.226884234	-0.435408783	220.1311689	38.92	6	2	0	0	5
67	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Cl)C=C5)C5=CC(Cl)=CC=C56)C=CC4=C3)=NC2=C1	2.0393	2.4512	2.9309	595.9742235	582.859	0.124173233	-0.235984514	245.5837354	25.78	6	2	0	0	7
68	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Cl)C=C5)C5=CC(Cl)=CC=C56)C=CC4=C3)SC2=C1	2.0325	2.4508	2.9476	595.9742235	582.859	0.124173233	-0.236037892	245.5837354	25.78	6	2	0	0	7
69	ClC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Br)=CC=C45)C=C3C=C1)=N2	2.0455	2.4505	2.9112	605.9626803	591.857	0.124173233	-0.235984514	238.8447505	25.78	6	2	0	0	6
70	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C=C5)S4)C=CC3=C2)S1	2.0329	2.4503	2.9407	653.9488162	638.857	0.124173233	-0.236038426	244.239041	25.78	6	2	0	0	6
71	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	2.025	2.4481	2.9582	901.7054606	890.116	0.124173233	-0.235999297	280.9327081	25.78	6	2	0	0	8
72	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.0353	2.4468	2.9112	556.0244963	540.336	0.226884234	-0.435408783	223.6954503	38.92	6	2	0	0	5
73	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC(Br)=C5)S4)C=CC3=C2)S1	2.0426	2.4465	2.9064	605.9626803	591.857	0.124173233	-0.235997984	238.8447505	25.78	6	2	0	0	6
74	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.0468	2.4462	2.8874	556.0244963	540.336	0.226827976	-0.436094309	223.6954503	38.92	6	2	0	0	5
75	IC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(I)=CC=C45)C=C3C=C1)S2	2.0293	2.4461	2.9323	745.8844365	730.308	0.124173233	-0.236038426	253.1976129	25.78	6	2	0	0	6
76	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0441	2.4459	2.8979	528.0521682	511.953	0.124173233	-0.236039716	224.9772029	25.78	6	2	0	0	5
77	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)SC2=C1	2.0197	2.4446	2.9535	871.7810845	857.212	0.124173233	-0.236038426	272.4594511	25.78	6	2	0	0	7
78	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	2.0219	2.4434	2.9501	813.8064918	801.214	0.124173233	-0.235999297	273.8041454	25.78	6	2	0	0	8
79	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	2.0254	2.4393	2.9254	823.7949486	810.212	0.124173233	-0.235999297	267.0651605	25.78	6	2	0	0	7
80	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0289	2.4387	2.9092	745.8844365	730.308	0.124173233	-0.236039716	253.1976129	25.78	6	2	0	0	6
81	C1=CC=C2OC(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0385	2.4385	2.8878	478.1139842	460.432	0.226827976	-0.436094309	209.8279027	38.92	6	2	0	0	4
82	C1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0367	2.4379	2.8961	494.0911406	476.5	0.124173233	-0.236039716	214.6739367	25.78	6	2	0	0	4
83	ClC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(Cl)=CC=C45)C=C3C=C1)=N2	2.0348	2.4344	2.8884	562.0131959	547.406	0.124173233	-0.235984514	235.2804691	25.78	6	2	0	0	6
84	ClC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=NC5=C(S4)C4=CC=CC=C4C4=CC(I)=CC=C45)C=C3C=C1)=N2	2.0325	2.4322	2.8824	653.9488162	638.857	0.124173233	-0.235984514	244.239041	25.78	6	2	0	0	6
85	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.0317	2.4322	2.8842	633.9350083	620.24	0.226827976	-0.436094309	237.5629979	38.92	6	2	0	0	6
86	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.0302	2.4307	2.8828	546.0360395	531.338	0.226827976	-0.436094309	230.4344351	38.92	6	2	0	0	6
87	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)SC2=C1	2.022	2.4306	2.8907	604.0106322	587.336	0.226884234	-0.435408783	229.0897408	38.92	6	2	0	0	5
88	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)=NC2=C1	2.0204	2.4263	2.8944	823.7949486	810.212	0.124173233	-0.235997984	267.0651605	25.78	6	2	0	0	7
89	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)=NC2=C1	2.0188	2.4243	2.8922	779.8454642	765.761	0.124173233	-0.235984514	263.5008792	25.78	6	2	0	0	7
90	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.0306	2.421	2.8498	512.0750118	495.885	0.226827976	-0.436094309	220.1311689	38.92	6	2	0	0	5
91	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0265	2.4201	2.8504	512.0750118	495.885	0.226884234	-0.435408783	220.1311689	38.92	6	2	0	0	5
